branch_id,order date,member_code,menu_id
12,2023-01-11,OKJ050,10
2,2023-01-12,OKJ007,3
18,2023-01-12,OKJ051,18
3,2023-01-12,OKJ072,17
17,2023-01-12,OKJ020,9
6,2023-01-12,OKJ058,28
3,2023-01-12,OKJ042,37
4,2023-01-12,OKJ059,13
14,2023-01-12,OKJ033,14
12,2023-01-12,OKJ060,15
2,2023-01-12,OKJ077,30
1,2023-01-12,OKJ064,34
18,2023-01-12,OKJ060,21
4,2023-01-12,OKJ032,5
18,2023-01-12,OKJ001,12
22,2023-01-12,OKJ065,9
3,2023-01-12,OKJ066,2
4,2023-01-12,OKJ032,12
6,2023-01-12,OKJ054,24
2,2023-01-12,OKJ047,36
11,2023-01-12,OKJ062,22
1,2023-01-13,OKJ064,20
1,2023-01-13,OKJ028,36
4,2023-01-13,OKJ032,15
22,2023-01-13,OKJ068,9
23,2023-01-13,OKJ041,37
12,2023-01-13,OKJ063,16
6,2023-01-13,OKJ081,18
14,2023-01-13,OKJ003,30
4,2023-01-13,OKJ053,14
27,2023-01-13,OKJ002,39
21,2023-01-13,OKJ010,6
3,2023-01-13,OKJ023,20
12,2023-01-13,OKJ003,19
2,2023-01-13,OKJ074,20
2,2023-01-13,OKJ018,19
11,2023-01-13,OKJ044,24
19,2023-01-13,OKJ048,33
14,2023-01-13,OKJ049,21
15,2023-01-13,OKJ055,4
8,2023-01-13,OKJ005,19
22,2023-01-13,OKJ024,7
2,2023-01-13,OKJ045,11
12,2023-01-13,OKJ063,14
9,2023-01-13,OKJ071,35
19,2023-01-13,OKJ057,26
19,2023-01-13,OKJ048,15
25,2023-01-14,OKJ041,7
21,2023-01-14,OKJ010,15
4,2023-01-14,OKJ085,5
9,2023-01-14,OKJ071,36
3,2023-01-14,OKJ023,16
14,2023-01-14,OKJ027,1
15,2023-01-14,OKJ030,20
8,2023-01-14,OKJ042,25
22,2023-01-14,OKJ069,13
2,2023-01-14,OKJ016,29
18,2023-01-14,OKJ001,38
2,2023-01-14,OKJ074,38
12,2023-01-14,OKJ029,14
25,2023-01-14,OKJ041,13
14,2023-01-14,OKJ033,11
8,2023-01-14,OKJ043,9
4,2023-01-14,OKJ059,12
8,2023-01-14,OKJ011,4
2,2023-01-14,OKJ047,33
10,2023-01-14,OKJ083,36
1,2023-01-14,OKJ009,24
9,2023-01-14,OKJ023,26
21,2023-01-14,OKJ021,15
14,2023-01-14,OKJ020,35
14,2023-01-14,OKJ033,26
3,2023-01-14,OKJ034,31
4,2023-01-14,OKJ053,4
7,2023-01-15,OKJ017,20
12,2023-01-15,OKJ063,24
2,2023-01-15,OKJ045,3
15,2023-01-15,OKJ039,36
14,2023-01-15,OKJ049,37
10,2023-01-15,OKJ012,21
10,2023-01-15,OKJ031,15
8,2023-01-15,OKJ011,21
11,2023-01-15,OKJ080,26
1,2023-01-15,OKJ028,17
18,2023-01-15,OKJ001,14
3,2023-01-15,OKJ072,12
12,2023-01-15,OKJ036,35
14,2023-01-15,OKJ084,6
2,2023-01-15,OKJ037,29
12,2023-01-15,OKJ003,12
22,2023-01-15,OKJ068,13
14,2023-01-15,OKJ065,31
22,2023-01-15,OKJ069,37
1,2023-01-15,OKJ025,33
2,2023-01-15,OKJ074,6
16,2023-01-15,OKJ046,28
11,2023-01-15,OKJ044,38
9,2023-01-15,OKJ071,16
14,2023-01-15,OKJ078,34
21,2023-01-15,OKJ054,20
25,2023-01-15,OKJ004,6
22,2023-01-16,OKJ024,33
22,2023-01-16,OKJ065,37
16,2023-01-16,OKJ046,13
15,2023-01-16,OKJ051,26
6,2023-01-16,OKJ081,17
6,2023-01-16,OKJ081,39
16,2023-01-16,OKJ055,25
18,2023-01-16,OKJ051,15
8,2023-01-16,OKJ043,26
6,2023-01-16,OKJ052,4
6,2023-01-16,OKJ054,22
1,2023-01-16,OKJ019,36
22,2023-01-16,OKJ072,9
2,2023-01-16,OKJ074,2
16,2023-01-16,OKJ035,9
22,2023-01-16,OKJ075,2
15,2023-01-16,OKJ067,24
12,2023-01-16,OKJ060,7
15,2023-01-16,OKJ073,27
8,2023-01-16,OKJ011,1
27,2023-01-16,OKJ079,11
14,2023-01-16,OKJ065,31
15,2023-01-16,OKJ049,6
7,2023-01-16,OKJ035,24
20,2023-01-16,OKJ022,10
15,2023-01-16,OKJ051,28
19,2023-01-16,OKJ057,28
6,2023-01-16,OKJ061,26
7,2023-01-16,OKJ006,12
12,2023-01-16,OKJ050,36
21,2023-01-17,OKJ021,34
18,2023-01-17,OKJ046,12
6,2023-01-17,OKJ030,13
10,2023-01-17,OKJ013,5
1,2023-01-17,OKJ025,19
14,2023-01-17,OKJ027,18
14,2023-01-17,OKJ078,24
18,2023-01-17,OKJ001,32
6,2023-01-17,OKJ058,7
19,2023-01-17,OKJ057,18
2,2023-01-17,OKJ064,24
11,2023-01-17,OKJ078,11
20,2023-01-17,OKJ022,14
14,2023-01-17,OKJ027,20
4,2023-01-17,OKJ058,12
15,2023-01-17,OKJ015,22
21,2023-01-17,OKJ014,38
19,2023-01-17,OKJ057,20
10,2023-01-17,OKJ024,19
10,2023-01-17,OKJ075,3
9,2023-01-17,OKJ071,26
9,2023-01-17,OKJ022,9
17,2023-01-17,OKJ067,1
14,2023-01-17,OKJ033,18
6,2023-01-17,OKJ061,36
21,2023-01-17,OKJ021,36
1,2023-01-17,OKJ007,4
12,2023-01-17,OKJ063,21
1,2023-01-17,OKJ019,24
13,2023-01-17,OKJ073,4
9,2023-01-17,OKJ022,25
5,2023-01-17,OKJ053,7
21,2023-01-17,OKJ010,12
17,2023-01-17,OKJ020,14
2,2023-01-17,OKJ077,27
1,2023-01-17,OKJ025,21
10,2023-01-17,OKJ012,2
17,2023-01-17,OKJ070,12
17,2023-01-17,OKJ067,11
9,2023-01-17,OKJ082,1
12,2023-01-17,OKJ003,34
1,2023-01-17,OKJ028,2
9,2023-01-18,OKJ071,39
11,2023-01-18,OKJ080,25
21,2023-01-18,OKJ021,38
17,2023-01-18,OKJ067,22
1,2023-01-18,OKJ028,4
2,2023-01-18,OKJ018,12
2,2023-01-18,OKJ077,14
20,2023-01-18,OKJ061,17
5,2023-01-18,OKJ032,28
6,2023-01-18,OKJ061,19
1,2023-01-18,OKJ026,9
11,2023-01-18,OKJ005,4
13,2023-01-18,OKJ036,34
15,2023-01-18,OKJ067,6
15,2023-01-18,OKJ073,12
9,2023-01-18,OKJ022,29
19,2023-01-18,OKJ057,8
17,2023-01-18,OKJ067,10
14,2023-01-18,OKJ011,11
4,2023-01-18,OKJ063,20
2,2023-01-18,OKJ045,20
15,2023-01-18,OKJ015,9
12,2023-01-18,OKJ043,24
21,2023-01-18,OKJ054,5
13,2023-01-18,OKJ038,13
15,2023-01-18,OKJ051,33
12,2023-01-18,OKJ029,2
18,2023-01-18,OKJ001,11
3,2023-01-18,OKJ034,34
22,2023-01-18,OKJ069,26
6,2023-01-18,OKJ058,17
17,2023-01-18,OKJ020,36
2,2023-01-18,OKJ045,31
2,2023-01-18,OKJ016,3
20,2023-01-19,OKJ022,33
16,2023-01-19,OKJ021,24
17,2023-01-19,OKJ008,26
14,2023-01-19,OKJ065,37
11,2023-01-19,OKJ080,2
1,2023-01-19,OKJ007,27
11,2023-01-19,OKJ044,4
2,2023-01-19,OKJ047,15
3,2023-01-19,OKJ072,12
16,2023-01-19,OKJ046,37
9,2023-01-19,OKJ081,27
2,2023-01-19,OKJ025,24
11,2023-01-19,OKJ080,11
3,2023-01-19,OKJ014,11
15,2023-01-19,OKJ055,17
9,2023-01-19,OKJ081,12
15,2023-01-19,OKJ039,18
12,2023-01-19,OKJ043,35
8,2023-01-19,OKJ011,35
4,2023-01-20,OKJ032,29
17,2023-01-20,OKJ067,21
3,2023-01-20,OKJ042,5
20,2023-01-20,OKJ022,33
22,2023-01-20,OKJ075,2
15,2023-01-20,OKJ039,10
15,2023-01-20,OKJ073,9
15,2023-01-20,OKJ055,20
9,2023-01-20,OKJ081,26
13,2023-01-20,OKJ073,19
4,2023-01-20,OKJ058,31
6,2023-01-20,OKJ061,24
6,2023-01-20,OKJ058,15
23,2023-01-20,OKJ041,38
2,2023-01-20,OKJ077,10
1,2023-01-20,OKJ025,37
4,2023-01-20,OKJ058,29
14,2023-01-20,OKJ033,5
8,2023-01-20,OKJ033,3
9,2023-01-20,OKJ023,6
19,2023-01-20,OKJ034,13
20,2023-01-20,OKJ040,25
14,2023-01-20,OKJ049,25
5,2023-01-20,OKJ027,1
14,2023-01-20,OKJ006,4
4,2023-01-20,OKJ058,14
22,2023-01-20,OKJ068,36
21,2023-01-20,OKJ014,36
18,2023-01-21,OKJ051,24
6,2023-01-21,OKJ081,21
15,2023-01-21,OKJ030,36
17,2023-01-21,OKJ070,1
9,2023-01-21,OKJ081,26
6,2023-01-21,OKJ030,35
6,2023-01-21,OKJ058,25
2,2023-01-21,OKJ076,4
10,2023-01-21,OKJ062,13
25,2023-01-21,OKJ041,1
6,2023-01-21,OKJ054,1
21,2023-01-21,OKJ054,17
12,2023-01-21,OKJ029,16
27,2023-01-21,OKJ079,16
13,2023-01-21,OKJ031,11
1,2023-01-21,OKJ026,36
22,2023-01-21,OKJ075,15
12,2023-01-21,OKJ043,34
12,2023-01-21,OKJ043,7
9,2023-01-21,OKJ071,4
2,2023-01-21,OKJ045,20
18,2023-01-21,OKJ052,36
16,2023-01-21,OKJ035,30
1,2023-01-21,OKJ025,4
11,2023-01-22,OKJ080,38
12,2023-01-22,OKJ060,11
2,2023-01-22,OKJ037,30
25,2023-01-22,OKJ041,26
1,2023-01-22,OKJ007,24
22,2023-01-22,OKJ065,10
3,2023-01-22,OKJ023,20
15,2023-01-22,OKJ067,35
21,2023-01-22,OKJ048,13
6,2023-01-22,OKJ030,27
5,2023-01-22,OKJ053,33
1,2023-01-22,OKJ025,14
7,2023-01-22,OKJ038,27
2,2023-01-22,OKJ007,21
17,2023-01-22,OKJ008,26
13,2023-01-22,OKJ073,16
17,2023-01-22,OKJ067,26
15,2023-01-22,OKJ015,36
17,2023-01-22,OKJ070,6
4,2023-01-22,OKJ085,2
1,2023-01-22,OKJ028,21
9,2023-01-22,OKJ071,24
2,2023-01-22,OKJ025,17
15,2023-01-22,OKJ073,38
9,2023-01-22,OKJ081,7
2,2023-01-22,OKJ045,38
2,2023-01-23,OKJ018,37
9,2023-01-23,OKJ082,24
6,2023-01-23,OKJ015,9
15,2023-01-23,OKJ017,6
13,2023-01-23,OKJ073,18
2,2023-01-23,OKJ047,17
14,2023-01-23,OKJ049,22
8,2023-01-23,OKJ033,39
2,2023-01-23,OKJ074,37
2,2023-01-23,OKJ047,9
8,2023-01-23,OKJ042,39
4,2023-01-23,OKJ082,32
1,2023-01-23,OKJ064,17
1,2023-01-23,OKJ019,33
12,2023-01-23,OKJ003,1
7,2023-01-23,OKJ038,14
14,2023-01-23,OKJ020,5
14,2023-01-23,OKJ003,23
2,2023-01-23,OKJ045,15
19,2023-01-23,OKJ057,11
17,2023-01-23,OKJ067,12
13,2023-01-23,OKJ008,15
14,2023-01-23,OKJ003,8
12,2023-01-23,OKJ060,22
4,2023-01-23,OKJ058,1
22,2023-01-23,OKJ075,30
2,2023-01-23,OKJ047,28
1,2023-01-23,OKJ025,20
8,2023-01-24,OKJ043,25
24,2023-01-24,OKJ079,21
25,2023-01-24,OKJ004,17
16,2023-01-24,OKJ035,6
16,2023-01-24,OKJ021,14
14,2023-01-24,OKJ011,28
4,2023-01-24,OKJ058,25
23,2023-01-24,OKJ041,25
2,2023-01-24,OKJ077,39
1,2023-01-24,OKJ009,34
19,2023-01-24,OKJ048,24
21,2023-01-24,OKJ010,8
2,2023-01-24,OKJ016,34
25,2023-01-24,OKJ002,3
3,2023-01-24,OKJ066,29
2,2023-01-24,OKJ047,30
4,2023-01-24,OKJ032,11
10,2023-01-24,OKJ080,21
12,2023-01-24,OKJ050,13
4,2023-01-24,OKJ056,37
12,2023-01-25,OKJ060,26
16,2023-01-25,OKJ035,15
18,2023-01-25,OKJ060,30
5,2023-01-25,OKJ027,3
4,2023-01-25,OKJ063,22
11,2023-01-25,OKJ078,9
27,2023-01-25,OKJ079,22
7,2023-01-25,OKJ071,34
15,2023-01-25,OKJ073,23
18,2023-01-25,OKJ051,37
15,2023-01-25,OKJ044,29
18,2023-01-25,OKJ046,10
1,2023-01-25,OKJ009,28
27,2023-01-25,OKJ079,36
7,2023-01-25,OKJ029,18
12,2023-01-25,OKJ043,9
2,2023-01-25,OKJ076,20
4,2023-01-25,OKJ058,32
3,2023-01-25,OKJ066,29
5,2023-01-25,OKJ053,35
1,2023-01-25,OKJ028,37
17,2023-01-25,OKJ067,29
3,2023-01-25,OKJ040,7
2,2023-01-25,OKJ007,35
16,2023-01-25,OKJ059,32
4,2023-01-26,OKJ058,6
10,2023-01-26,OKJ062,21
15,2023-01-26,OKJ030,25
7,2023-01-26,OKJ038,31
2,2023-01-26,OKJ007,2
22,2023-01-26,OKJ024,26
18,2023-01-26,OKJ051,7
8,2023-01-26,OKJ011,14
21,2023-01-26,OKJ021,24
9,2023-01-26,OKJ082,21
8,2023-01-26,OKJ070,3
19,2023-01-26,OKJ057,21
10,2023-01-26,OKJ013,8
14,2023-01-26,OKJ056,31
27,2023-01-26,OKJ079,14
25,2023-01-26,OKJ004,19
19,2023-01-26,OKJ034,22
25,2023-01-26,OKJ041,6
20,2023-01-26,OKJ022,20
22,2023-01-26,OKJ068,35
15,2023-01-26,OKJ017,16
20,2023-01-26,OKJ022,20
2,2023-01-26,OKJ037,24
14,2023-01-26,OKJ084,1
8,2023-01-26,OKJ005,10
3,2023-01-26,OKJ069,35
13,2023-01-27,OKJ038,1
3,2023-01-27,OKJ042,23
2,2023-01-27,OKJ077,28
27,2023-01-27,OKJ079,31
18,2023-01-27,OKJ001,18
9,2023-01-27,OKJ022,12
3,2023-01-27,OKJ023,35
27,2023-01-27,OKJ079,9
11,2023-01-27,OKJ005,19
20,2023-01-27,OKJ040,11
6,2023-01-27,OKJ054,4
5,2023-01-27,OKJ032,30
8,2023-01-27,OKJ011,1
12,2023-01-27,OKJ036,26
6,2023-01-27,OKJ054,3
5,2023-01-27,OKJ032,16
1,2023-01-27,OKJ026,39
20,2023-01-27,OKJ040,20
13,2023-01-27,OKJ036,11
15,2023-01-27,OKJ073,19
17,2023-01-27,OKJ012,25
2,2023-01-28,OKJ076,20
15,2023-01-28,OKJ017,32
2,2023-01-28,OKJ045,27
19,2023-01-28,OKJ084,19
1,2023-01-28,OKJ007,1
15,2023-01-28,OKJ039,6
14,2023-01-28,OKJ033,15
14,2023-01-28,OKJ084,6
14,2023-01-28,OKJ003,24
22,2023-01-28,OKJ068,35
9,2023-01-28,OKJ022,22
14,2023-01-28,OKJ056,25
8,2023-01-28,OKJ011,3
18,2023-01-28,OKJ039,33
1,2023-01-28,OKJ025,12
4,2023-01-28,OKJ082,20
4,2023-01-28,OKJ085,26
10,2023-01-28,OKJ075,9
14,2023-01-28,OKJ020,27
22,2023-01-28,OKJ024,34
10,2023-01-28,OKJ075,26
22,2023-01-28,OKJ069,38
19,2023-01-28,OKJ048,12
2,2023-01-28,OKJ076,36
19,2023-01-28,OKJ084,34
8,2023-01-29,OKJ011,17
15,2023-01-29,OKJ039,22
3,2023-01-29,OKJ014,38
22,2023-01-29,OKJ065,25
21,2023-01-29,OKJ014,16
8,2023-01-29,OKJ042,29
17,2023-01-29,OKJ070,26
22,2023-01-29,OKJ024,33
7,2023-01-29,OKJ066,24
9,2023-01-29,OKJ023,24
9,2023-01-29,OKJ071,27
17,2023-01-29,OKJ070,13
17,2023-01-29,OKJ008,6
4,2023-01-29,OKJ085,28
3,2023-01-29,OKJ034,4
15,2023-01-29,OKJ017,33
11,2023-01-29,OKJ062,15
16,2023-01-29,OKJ059,26
16,2023-01-29,OKJ055,5
4,2023-01-29,OKJ053,21
12,2023-01-29,OKJ063,32
5,2023-01-29,OKJ027,32
1,2023-01-29,OKJ026,29
8,2023-01-30,OKJ005,21
15,2023-01-30,OKJ017,21
14,2023-01-30,OKJ049,26
7,2023-01-30,OKJ006,22
10,2023-01-30,OKJ083,30
15,2023-01-30,OKJ051,10
2,2023-01-30,OKJ018,17
18,2023-01-30,OKJ052,31
1,2023-01-30,OKJ037,22
18,2023-01-30,OKJ039,1
12,2023-01-30,OKJ060,31
2,2023-01-30,OKJ047,34
8,2023-01-30,OKJ070,33
8,2023-01-30,OKJ011,1
21,2023-01-30,OKJ048,3
7,2023-01-30,OKJ066,31
18,2023-01-30,OKJ046,26
2,2023-01-30,OKJ037,9
19,2023-01-30,OKJ048,37
17,2023-01-30,OKJ067,31
17,2023-01-30,OKJ020,9
14,2023-01-30,OKJ078,9
5,2023-01-30,OKJ032,6
20,2023-01-30,OKJ040,15
4,2023-01-30,OKJ053,7
10,2023-01-31,OKJ083,28
15,2023-01-31,OKJ017,27
19,2023-01-31,OKJ057,17
12,2023-01-31,OKJ003,35
16,2023-01-31,OKJ059,35
19,2023-01-31,OKJ034,16
8,2023-01-31,OKJ005,38
2,2023-01-31,OKJ077,25
8,2023-01-31,OKJ043,25
10,2023-01-31,OKJ031,3
2,2023-01-31,OKJ018,5
17,2023-01-31,OKJ012,32
11,2023-01-31,OKJ080,19
4,2023-01-31,OKJ056,34
7,2023-01-31,OKJ038,34
17,2023-01-31,OKJ012,28
6,2023-01-31,OKJ030,25
27,2023-01-31,OKJ079,37
12,2023-01-31,OKJ043,1
19,2023-01-31,OKJ084,34
21,2023-01-31,OKJ048,31
13,2023-01-31,OKJ050,21
16,2023-01-31,OKJ035,29
7,2023-02-01,OKJ066,36
8,2023-02-01,OKJ005,4
2,2023-02-01,OKJ047,6
12,2023-02-01,OKJ029,19
1,2023-02-01,OKJ026,1
19,2023-02-01,OKJ084,25
25,2023-02-01,OKJ004,37
17,2023-02-01,OKJ008,18
11,2023-02-01,OKJ062,8
16,2023-02-01,OKJ055,24
12,2023-02-01,OKJ029,2
21,2023-02-01,OKJ010,6
2,2023-02-01,OKJ077,21
14,2023-02-01,OKJ049,28
2,2023-02-01,OKJ016,35
